amount,new_payee,on_call,typing_pause,typing_variance,device_movement,transaction_hour,previous_transactions,fraud
14850.4,1,1,4.79,0.81,0.75,4,15,1
3022.28,0,1,7.34,0.68,0.17,16,65,0
43044.03,0,0,0.29,0.72,0.65,2,16,0
41862.52,0,1,1.49,0.89,0.74,16,27,1
28334.32,0,0,8.61,0.43,0.43,7,75,0
19214.98,1,0,9.52,0.95,0.19,20,60,0
43147.44,0,0,2.81,0.62,0.81,22,78,0
39123.51,1,0,0.47,0.39,0.07,10,21,1
37648.35,1,0,5.62,0.29,0.18,7,49,1
28930.38,0,0,1.44,0.31,0.23,2,28,0
35429.77,1,0,3.2,0.41,0.07,20,0,0
24123.62,0,1,9.9,0.44,0.06,11,73,1
32661.09,0,0,2.61,0.78,0.7,19,39,0
7448.96,0,1,4.27,0.85,0.61,4,72,0
25348.57,0,0,4.23,0.12,0.14,16,23,0
34185.7,0,0,2.98,0.3,0.77,0,45,0
22368.49,0,0,5.99,0.61,0.7,4,61,1
9720.81,0,1,4.7,0.83,0.53,14,62,0
46528.13,1,0,3.03,0.57,0.26,2,80,0
24262.23,1,1,4.2,0.07,0.87,9,31,1
13949.58,0,0,6.52,0.4,0.27,11,97,0
28091.73,0,0,3.26,0.42,0.32,16,86,0
13196.77,0,1,4.08,0.84,0.2,8,78,0
27060.68,0,0,9.88,0.79,0.6,16,14,0
20948.8,0,0,5.47,0.89,0.69,9,93,0
38079.42,0,1,3.01,0.44,0.8,9,75,0
48260.52,0,0,4.64,0.71,1.0,19,14,0
17111.73,0,1,8.85,0.2,0.37,6,22,0
2198.04,0,1,3.88,0.75,0.65,6,70,0
7138.88,1,1,6.89,0.07,0.26,1,49,1
28562.27,1,0,8.4,0.58,0.71,11,9,1
4275.68,1,0,3.99,0.86,0.91,17,38,0
29745.82,1,1,1.3,0.82,0.51,0,49,1
30678.75,0,0,8.67,0.59,0.73,8,44,0
23245.33,1,0,2.31,0.37,0.52,14,20,0
20762.02,0,1,4.38,0.82,0.3,2,0,1
24823.41,0,0,2.83,0.47,0.13,6,2,0
45226.21,0,1,5.76,0.34,0.52,6,38,1
35783.77,0,0,4.2,0.09,0.8,23,39,0
23692.94,1,0,3.01,0.88,0.81,17,41,1
6623.66,0,0,3.91,0.84,0.95,1,26,0
18939.52,1,0,1.75,0.08,0.42,5,91,0
12025.43,0,1,0.35,0.8,0.36,17,95,0
7068.15,0,0,0.75,0.1,0.16,12,9,0
38051.85,0,0,4.24,0.93,0.92,22,74,0
34988.95,0,1,6.97,0.78,0.84,0,31,1
41140.31,0,1,8.88,0.07,0.41,9,35,1
33950.17,0,0,3.87,0.53,0.95,3,49,0
2812.87,0,0,8.16,0.41,0.56,8,45,0
39109.12,0,0,8.35,0.7,0.07,16,76,0
7309.34,0,1,0.47,0.26,0.34,16,2,0
26751.67,0,0,2.44,0.53,0.31,5,43,0
36490.39,0,0,2.87,0.59,0.78,19,8,0
2342.28,0,0,1.88,0.97,0.57,2,70,0
5420.3,0,0,6.4,0.95,1.0,22,96,0
29990.73,1,0,6.93,0.44,0.25,0,54,1
6819.49,0,0,1.73,0.77,0.77,19,73,0
1037.34,1,0,8.24,0.58,0.3,10,33,0
24884.2,0,0,9.05,0.81,0.31,19,28,0
41686.23,1,0,7.71,0.61,0.34,19,0,0
2011.54,0,1,0.7,0.89,0.73,11,44,0
21523.07,1,0,9.37,0.87,0.37,14,5,1
47218.43,0,0,8.18,0.88,0.66,15,34,0
12923.6,0,0,0.32,0.06,0.15,13,33,0
11138.95,1,0,1.36,0.57,0.87,11,22,0
14874.5,0,0,7.31,0.68,0.88,0,19,0
28988.93,0,0,8.2,0.06,0.99,6,58,0
23565.42,1,0,4.82,0.18,0.43,16,91,0
18245.02,0,1,9.95,0.16,0.74,23,99,0
35144.7,1,0,7.59,0.46,0.58,22,65,1
11177.55,0,0,5.75,0.14,0.46,3,86,0
9505.55,1,0,2.5,0.28,0.88,22,57,0
39369.34,0,1,8.41,0.75,0.88,4,64,1
42198.25,0,0,6.2,0.46,0.46,15,62,0
3245.38,1,1,3.21,0.97,0.32,15,31,0
47711.12,1,0,4.13,0.59,0.8,23,88,0
45539.56,0,1,9.39,0.8,0.17,3,87,1
1140.18,0,0,9.87,0.43,0.37,7,43,0
41297.87,1,1,4.32,0.65,0.86,8,43,1
403.56,0,0,8.51,0.96,0.96,0,33,0
30025.24,0,0,0.74,0.81,0.28,12,2,0
24082.97,0,1,6.95,0.68,0.55,11,38,1
47870.11,1,0,2.35,0.15,0.44,20,74,0
10237.38,1,1,9.89,0.88,1.0,11,86,1
42128.25,1,0,1.07,0.98,0.33,9,48,0
16244.14,1,0,5.23,0.76,0.82,23,6,1
22056.32,0,0,5.23,0.72,0.9,21,75,1
6533.97,0,1,9.25,0.83,0.37,12,13,0
27502.87,1,1,1.4,0.1,0.71,1,2,1
42332.8,0,1,5.16,0.92,0.97,4,26,1
15556.95,0,0,4.58,0.88,0.15,16,52,0
37614.77,0,0,3.93,0.64,0.2,11,65,0
22432.36,1,0,2.82,0.18,0.05,19,26,0
5447.12,0,0,2.83,0.22,0.79,3,4,0
34271.7,1,0,4.12,0.08,0.97,6,49,0
46935.58,0,0,0.89,0.28,0.78,2,39,0
46405.66,0,1,4.54,0.98,0.96,21,61,1
44307.59,1,0,6.28,0.12,0.84,1,13,1
16516.89,1,0,8.08,0.33,0.53,13,65,0
28302.15,0,0,5.07,0.37,0.77,14,36,0
43854.7,0,0,8.53,0.58,0.25,1,31,0
17950.07,1,0,7.29,0.14,0.43,15,2,0
40442.17,0,0,3.37,0.67,0.77,8,45,0
25542.72,1,0,1.33,0.59,0.95,4,34,1
28977.16,0,1,4.34,0.36,0.98,5,6,0
16219.87,0,0,1.58,0.96,0.43,11,87,0
33131.28,0,0,0.42,0.61,0.58,17,23,0
3809.11,0,0,5.71,0.63,0.57,8,5,0
38649.49,0,0,8.64,0.38,0.37,16,35,1
2584.53,0,0,0.39,0.16,0.46,14,59,0
14535.19,1,0,9.69,0.96,0.78,3,38,1
35384.09,1,0,3.52,0.77,0.45,13,74,0
22747.28,0,1,3.34,0.93,0.31,4,82,1
33546.16,0,0,2.8,0.31,0.16,5,61,0
1876.7,1,0,1.1,0.61,0.48,20,20,0
23741.79,0,0,0.25,0.17,0.29,16,20,0
46171.79,0,1,2.23,0.36,0.54,14,81,0
41942.89,0,0,9.47,0.28,0.81,3,12,1
18907.06,0,0,2.84,0.15,0.12,23,47,0
41892.21,0,0,3.98,0.54,0.82,3,84,0
44526.69,0,0,0.82,0.73,0.72,0,51,0
3044.27,1,0,2.64,0.1,0.97,3,71,0
40303.67,0,0,6.83,0.35,0.8,4,27,1
48774.37,1,1,9.34,0.9,0.79,16,30,1
13311.88,0,0,8.63,0.52,0.17,14,89,0
5168.57,0,0,0.83,0.24,0.51,2,16,0
24326.24,0,0,5.55,0.31,0.63,18,99,0
16196.66,0,0,6.09,0.64,0.55,1,71,0
2053.61,1,0,6.77,0.18,0.89,23,5,0
4206.45,0,0,7.78,0.67,0.25,20,29,0
39894.7,0,0,5.65,0.56,0.83,11,80,0
20611.02,1,0,7.79,0.4,0.09,17,46,1
30571.07,0,1,0.87,0.93,0.72,10,5,1
19598.44,1,0,6.75,0.42,0.51,14,34,0
10774.75,0,0,7.67,0.78,0.33,21,98,0
44406.3,0,0,8.9,0.25,0.98,14,16,0
24856.47,0,1,2.14,0.35,0.34,14,43,0
13772.13,0,1,1.81,0.73,0.63,9,6,0
17625.86,0,0,2.23,0.45,0.23,4,22,0
48505.86,0,1,1.49,0.61,0.24,3,63,0
39206.78,0,1,2.03,0.63,0.99,17,53,0
47832.54,0,0,1.96,0.53,0.8,12,23,0
16246.52,0,0,4.72,0.82,0.2,4,40,0
2683.99,1,1,2.34,0.57,0.96,19,1,1
40576.7,1,0,4.69,0.79,0.37,19,8,0
30473.57,0,1,3.62,0.32,0.85,20,4,0
19890.78,0,0,9.13,0.76,0.11,2,69,0
26412.23,1,0,5.78,0.53,0.52,23,55,1
10360.91,1,0,9.59,0.3,0.7,10,48,0
33206.57,1,1,3.67,0.62,0.2,13,33,1
26956.2,0,0,3.11,0.56,0.23,18,41,0
10941.14,1,1,6.58,0.89,0.25,11,81,1
9009.79,0,1,7.18,0.71,0.57,12,4,0
7607.38,0,0,8.34,0.49,0.61,10,23,0
49300.0,0,1,5.67,0.29,0.96,14,43,1
16651.34,0,0,8.35,0.63,0.92,16,30,0
6144.81,0,0,9.98,0.71,0.34,1,35,0
39107.94,0,1,3.08,0.19,0.27,14,61,0
21300.91,0,0,7.65,0.99,0.79,21,70,1
12315.97,0,0,5.56,0.63,0.72,17,40,0
34107.58,0,0,3.81,0.31,0.13,17,21,0
19240.7,0,0,0.35,0.59,0.53,4,1,0
40239.38,0,0,1.43,0.12,0.99,19,24,0
27150.62,1,1,8.09,0.07,0.23,1,53,1
46856.78,0,0,2.58,0.13,0.43,18,29,0
13594.66,0,0,9.89,0.79,0.12,20,54,0
31701.84,1,0,4.7,0.9,0.31,12,17,0
41442.14,1,0,2.43,0.36,0.96,12,73,0
28304.07,0,0,2.01,0.56,0.86,19,83,0
44472.41,0,0,6.3,0.33,0.44,12,92,0
15388.41,0,0,7.36,0.45,0.55,19,78,0
15193.14,0,0,7.87,0.33,0.77,5,60,0
20616.93,0,0,6.7,0.9,0.32,16,14,1
6630.09,0,0,5.0,0.35,0.53,8,74,0
1841.8,0,0,1.1,0.81,0.92,19,53,0
10902.88,0,0,7.67,0.95,0.73,7,50,0
31971.08,0,0,0.85,0.08,0.71,15,79,0
27655.53,0,0,4.81,0.5,0.42,9,8,0
22613.08,0,1,8.68,0.9,0.31,23,93,1
13127.23,0,1,6.53,0.13,0.18,6,23,0
31558.05,1,1,9.41,0.24,0.34,21,72,1
24003.28,0,0,2.94,0.36,0.58,19,99,0
4872.87,0,0,8.44,0.32,0.73,8,41,0
48854.23,0,0,0.62,0.28,0.7,17,81,0
12310.62,1,0,0.79,0.1,0.11,19,94,0
42508.58,1,1,5.1,0.28,0.43,2,38,1
33478.12,0,0,3.53,0.84,0.77,9,80,0
10999.31,0,0,3.86,0.87,0.68,2,69,0
7617.92,1,0,2.31,0.17,0.47,14,5,0
26111.41,1,0,1.81,0.7,0.46,18,85,1
36729.8,0,1,7.25,0.63,0.19,19,71,1
46801.69,0,0,2.66,0.77,0.74,17,34,0
43863.66,0,0,4.62,0.36,0.2,13,6,0
33128.34,0,0,1.22,0.12,0.76,14,89,0
41880.76,0,0,0.31,0.08,0.53,20,66,0
6129.94,0,0,2.26,0.42,0.58,22,97,0
48192.38,1,0,7.37,0.95,0.13,23,6,1
29177.8,0,0,8.96,0.29,0.14,13,70,0
8863.22,0,0,1.46,0.21,0.1,4,99,0
41866.69,0,1,2.21,0.36,0.19,18,36,0
21051.49,0,0,5.5,0.65,0.94,16,97,0
41166.73,0,0,8.22,0.38,0.23,17,68,0
30744.35,0,0,1.29,0.65,0.05,20,20,0
19538.7,0,0,4.36,0.71,0.55,12,48,0
8206.76,0,0,2.03,0.76,0.31,6,2,0
12285.8,0,0,7.47,0.78,0.2,23,28,0
16250.77,0,0,2.94,0.61,0.33,16,60,0
226.12,0,0,9.62,0.46,0.54,21,95,0
27596.46,0,0,9.34,0.24,0.78,17,51,0
18837.31,0,0,1.82,0.4,0.45,11,51,0
32865.44,1,0,2.0,0.31,0.86,14,82,0
22805.05,0,0,2.86,0.95,0.89,17,11,0
25881.01,0,0,8.78,0.55,0.37,5,14,0
14643.78,0,0,8.53,0.94,0.97,18,90,0
26118.96,1,0,1.87,0.61,0.68,13,26,0
44111.18,0,0,9.59,0.46,0.64,11,16,0
27371.03,0,0,8.06,0.58,0.51,1,16,0
4289.19,0,0,9.54,0.79,0.68,9,54,0
35783.56,0,0,4.31,0.88,0.43,19,9,0
16992.9,0,1,1.55,0.91,0.32,23,89,0
39336.85,1,0,9.68,1.0,0.16,2,90,1
19439.56,0,0,5.11,0.88,0.25,13,52,0
46980.1,0,0,4.46,0.54,0.65,23,16,0
22659.9,1,0,3.45,0.68,0.73,4,53,1
3339.69,0,1,7.08,0.81,0.7,11,14,1
5613.14,1,0,5.79,0.23,0.62,5,95,0
30830.61,0,0,7.1,0.97,0.9,19,78,1
274.88,0,1,2.07,0.11,0.28,2,45,0
31254.34,0,0,9.27,0.82,0.36,12,95,0
35460.16,0,0,1.77,0.74,0.22,19,86,0
4753.68,1,0,9.09,0.95,0.06,14,51,0
1330.34,1,0,0.84,0.15,0.41,1,18,0
34676.17,1,0,0.53,0.98,0.07,19,19,0
18497.0,0,0,9.81,0.97,0.2,7,72,0
28320.39,0,0,1.89,0.96,0.66,18,47,0
13879.21,0,0,8.14,0.76,0.58,19,81,0
12180.74,0,0,8.86,0.16,0.7,20,0,0
23831.31,0,0,2.68,0.77,0.4,17,62,0
41401.2,0,0,9.54,0.85,0.45,0,14,1
41737.7,0,0,1.59,0.93,0.59,2,53,0
7102.11,0,0,3.91,0.28,0.6,21,47,0
8373.73,0,0,9.75,0.27,0.78,5,42,0
19140.64,0,0,5.34,0.89,0.95,17,99,0
13665.11,1,0,6.96,0.29,0.39,18,89,0
24251.14,1,0,0.14,0.38,0.97,21,5,0
20126.14,0,0,1.78,0.15,0.91,23,1,0
8289.31,0,0,4.67,0.24,0.34,21,52,0
38735.6,1,0,3.93,0.91,0.97,12,64,1
2374.49,0,0,4.84,0.74,0.59,13,99,0
32775.08,0,1,1.55,0.71,0.92,14,80,1
18153.8,0,1,4.0,0.93,0.86,7,93,0
1455.98,0,0,6.81,0.39,0.82,10,71,0
47657.02,0,0,1.01,0.16,0.74,22,47,0
38122.29,0,0,0.12,0.38,0.28,17,90,0
9058.46,0,1,1.49,0.56,0.61,6,50,0
5042.92,0,0,4.02,0.23,0.58,12,17,0
26652.78,0,0,8.43,0.26,0.75,4,34,1
21018.08,0,0,1.02,0.09,0.16,12,4,0
42471.92,0,1,9.55,0.96,0.85,8,37,0
3726.93,0,0,8.51,1.0,0.53,2,66,0
9376.5,0,0,5.6,0.83,0.53,6,18,0
31441.37,1,0,8.57,0.69,0.21,8,47,1
46332.38,0,0,3.2,0.68,0.85,16,15,0
21402.41,1,0,8.98,0.47,0.27,3,55,1
35832.99,0,0,0.56,0.46,0.84,8,90,0
33798.64,1,0,6.97,0.98,0.96,8,60,1
5106.52,0,0,7.29,0.69,0.37,15,15,0
29079.98,0,0,4.47,0.37,0.33,5,53,0
13360.74,0,0,0.46,0.23,0.76,18,50,0
33445.03,1,0,9.59,0.07,0.75,11,45,1
43127.36,0,0,1.81,0.62,0.73,22,74,0
27021.38,0,0,8.55,0.78,0.11,19,4,0
39529.27,1,0,0.32,0.59,0.76,1,50,1
5801.0,0,0,3.31,0.26,0.97,22,79,0
15726.74,0,0,6.81,0.89,0.27,21,45,0
35231.65,0,0,0.3,0.18,0.69,20,84,0
31853.58,0,0,2.06,0.51,0.89,15,47,0
34108.6,0,0,4.53,0.68,0.1,2,40,0
32613.79,1,0,6.83,0.67,0.09,0,92,1
37218.88,1,0,3.99,0.39,0.84,5,39,0
15490.21,0,0,4.42,0.56,0.24,15,99,0
25134.98,1,0,8.69,0.66,0.07,19,4,1
49869.32,1,0,2.65,0.41,0.39,1,83,0
15982.0,0,0,8.48,0.82,0.5,3,1,0
976.52,0,0,5.71,0.9,0.97,4,48,0
4282.04,0,0,4.37,0.47,0.34,19,59,0
9339.74,0,0,0.73,0.36,0.27,0,11,0
2842.18,0,0,4.86,0.09,0.06,14,94,1
32975.85,0,0,2.74,0.38,0.67,6,37,0
9288.09,1,0,2.23,0.09,0.18,5,36,0
23025.99,0,1,8.8,0.77,0.94,11,68,1
41834.83,0,1,7.99,0.38,0.79,14,45,1
16496.75,0,1,2.98,0.54,0.42,0,44,0
16818.95,1,1,4.41,0.41,0.76,5,61,0
11433.61,1,0,5.8,0.84,0.23,6,27,0
12759.35,0,0,0.75,0.72,0.57,7,19,0
14673.07,0,0,0.74,0.75,0.36,23,16,0
10498.42,0,0,3.07,0.55,0.49,6,73,0
23615.41,0,0,6.89,0.46,0.87,7,94,0
504.24,0,0,7.83,0.99,0.55,13,18,0
11941.98,0,1,1.76,0.3,0.47,8,3,0
18856.61,1,0,3.77,0.72,0.26,22,67,0
32381.72,0,0,9.31,0.7,0.35,5,81,0
42746.35,0,0,2.15,0.53,0.17,7,18,0
48316.06,1,0,9.47,1.0,0.95,12,72,1
35091.38,0,1,0.69,0.35,0.99,3,88,1
19744.44,0,0,2.59,0.41,0.81,21,49,0
2331.04,0,0,9.25,0.68,0.89,19,36,0
6651.21,1,1,3.55,0.16,0.72,0,78,1
44851.77,0,0,6.02,0.64,0.08,9,83,0
29249.67,1,0,4.89,0.82,0.96,6,55,1
12726.81,1,0,7.21,0.63,0.32,15,86,0
32812.74,0,0,9.95,0.43,0.66,14,97,0
38718.86,1,0,4.11,0.91,0.2,22,37,0
11827.94,0,1,8.8,0.48,0.44,10,98,0
12248.36,0,1,1.95,0.24,0.5,16,82,0
1019.87,0,0,6.87,0.27,0.45,15,55,0
44440.77,0,0,4.94,0.76,0.15,16,20,0
987.48,0,0,3.05,0.85,0.62,6,6,0
20455.98,0,0,8.94,1.0,0.22,2,53,1
7264.52,0,0,8.49,0.76,0.48,4,10,0
25685.55,0,0,5.62,0.66,0.63,1,79,0
25013.36,0,1,1.53,0.88,0.32,15,72,0
27382.17,0,0,3.88,0.35,0.86,6,48,0
9094.28,0,0,5.23,0.56,0.29,8,7,0
37922.97,1,1,9.27,0.81,0.63,12,13,0
22711.5,0,1,8.51,0.85,0.54,4,49,1
9049.73,0,1,2.98,0.8,0.52,16,61,0
49737.88,0,0,5.01,0.82,0.37,4,78,1
37818.08,0,1,4.36,0.6,0.77,1,78,1
12421.13,1,0,4.19,0.19,0.8,12,8,0
9547.75,0,0,7.89,0.35,0.13,16,31,0
43114.73,0,0,5.16,0.45,0.26,13,45,0
10677.88,0,0,9.57,0.8,0.74,12,67,0
6863.5,0,0,6.6,0.8,0.57,12,96,0
46925.1,0,0,4.55,0.87,0.17,10,81,0
28906.28,0,0,3.25,0.19,0.96,0,50,0
9278.98,0,0,4.87,0.1,0.98,23,5,0
43057.42,0,0,7.11,0.42,0.55,17,2,0
40169.3,1,1,4.11,0.59,0.8,1,34,1
49776.46,0,0,2.88,0.3,0.26,22,88,0
4329.5,1,0,2.58,0.29,0.65,1,14,0
42621.76,1,0,9.1,0.82,0.9,15,53,1
1927.92,0,0,8.91,0.34,0.46,5,41,0
13724.64,1,0,4.3,0.86,0.35,3,9,0
9221.15,1,1,3.94,0.66,0.95,20,63,0
3044.62,0,0,1.95,0.9,0.06,0,86,0
34411.31,1,0,6.28,0.96,0.84,18,87,1
36900.73,0,0,2.86,0.2,0.45,4,57,0
6338.18,0,1,9.23,0.8,0.24,20,54,0
14358.0,1,0,8.77,0.55,0.44,10,68,0
14926.15,0,1,7.27,0.69,0.81,11,58,0
16189.82,0,0,6.58,0.55,0.27,19,0,0
45371.63,0,0,4.19,0.18,0.53,22,7,0
12749.96,1,0,0.23,0.24,0.7,16,61,0
14679.62,1,0,7.0,0.62,0.17,17,46,0
8087.78,0,0,7.23,0.72,0.48,2,1,0
25864.8,0,0,7.13,0.6,0.24,19,48,0
23729.63,1,1,7.39,0.93,0.47,15,21,1
2485.77,0,0,5.62,0.23,0.09,4,27,0
37257.11,0,0,2.18,0.71,0.34,1,39,0
33985.55,1,0,8.63,0.19,0.31,10,0,1
10622.8,0,1,0.87,0.46,0.56,16,79,0
49885.04,1,1,7.89,0.97,0.72,8,18,1
20155.82,0,0,2.81,0.6,0.94,7,51,0
38484.64,1,1,9.31,0.77,0.54,2,85,1
38291.06,1,0,2.03,0.62,0.37,10,77,0
10091.02,0,1,2.66,0.32,0.96,6,82,0
42096.15,0,0,5.79,0.08,0.24,14,99,0
3720.56,0,0,5.58,0.25,0.32,21,58,0
13523.8,0,0,0.84,0.07,0.95,12,75,0
49082.37,1,1,2.62,0.78,0.3,8,22,1
47218.88,0,1,1.58,0.83,0.31,18,37,0
29317.15,0,0,0.25,0.11,0.14,2,68,0
40758.33,1,0,5.79,0.78,0.32,13,33,1
6830.25,0,0,6.31,0.12,0.23,14,3,0
3985.72,0,1,0.29,0.67,0.42,12,96,0
29475.72,0,1,4.97,0.83,0.44,17,6,0
38547.42,1,0,4.79,0.77,0.89,23,74,1
16295.14,1,0,5.5,0.22,0.38,20,87,0
7389.93,0,0,1.3,0.36,0.58,7,64,0
40051.12,1,0,1.95,0.48,0.76,3,16,1
8992.0,0,1,5.56,0.35,0.17,13,50,0
26310.54,1,1,4.41,0.44,0.4,1,67,1
7900.23,0,0,0.26,0.32,0.66,18,13,0
15205.26,0,0,1.15,0.94,0.09,12,73,0
3259.63,1,0,6.66,0.4,0.66,14,99,0
33720.16,1,0,1.23,0.67,0.32,16,21,0
20800.05,0,0,7.08,0.34,0.35,15,37,0
34372.38,0,0,7.08,0.56,0.5,10,37,0
31853.77,0,0,1.49,0.2,0.66,18,23,0
5289.38,1,0,8.42,0.84,0.68,18,62,0
33720.82,0,0,8.98,0.37,0.95,9,36,0
8604.62,0,0,0.4,0.69,0.83,11,89,0
43827.2,0,0,0.87,0.29,0.14,10,39,0
43771.84,0,0,4.39,0.49,0.97,12,19,0
31403.49,0,0,4.94,0.82,0.14,2,75,0
7766.21,1,0,5.69,0.49,0.89,21,22,0
11922.97,0,0,2.74,0.43,0.72,22,81,0
47941.29,0,1,3.95,0.16,0.13,18,19,0
12569.67,0,0,9.87,0.47,0.54,6,56,0
29976.88,0,0,7.08,0.35,0.6,4,65,0
17557.63,1,0,1.58,0.85,0.89,6,6,0
10524.48,1,1,2.52,0.14,0.47,12,18,0
8851.89,0,0,8.92,0.46,0.56,11,39,0
14520.65,1,0,8.34,0.14,0.16,15,10,0
27086.53,1,0,1.75,0.84,0.39,16,31,0
1495.8,0,0,8.23,0.71,0.71,13,63,0
37157.32,0,0,9.5,0.08,0.18,23,97,0
36917.96,0,0,9.78,0.72,0.84,22,53,1
11872.41,0,0,0.82,0.26,0.56,2,48,0
38723.64,0,0,1.31,0.46,0.46,12,44,0
44652.25,1,0,8.87,0.69,0.83,8,47,0
26308.39,1,0,6.93,0.94,0.73,9,23,0
18956.49,1,1,3.76,0.85,0.87,16,47,1
42304.84,0,0,5.44,0.68,0.75,0,78,1
40493.97,1,0,0.47,0.52,0.9,15,19,0
49131.36,1,0,6.8,0.61,0.73,3,60,1
18257.63,0,0,2.79,0.38,0.14,0,34,0
49164.55,0,1,8.45,0.95,0.8,15,35,1
47223.17,0,0,7.59,0.79,0.43,4,95,1
719.24,0,1,3.42,0.14,0.8,19,36,0
1877.93,1,0,3.05,0.19,0.84,8,6,0
40743.95,0,0,3.11,0.06,0.84,6,70,0
38107.65,0,0,6.1,0.98,0.28,11,80,0
21547.9,0,0,5.34,0.08,0.09,6,27,0
34035.06,0,0,1.19,0.63,0.47,20,50,0
27285.62,0,1,6.36,0.58,0.18,14,76,1
24694.51,0,0,0.19,0.38,0.51,23,76,0
24659.06,0,0,3.54,0.65,0.09,10,47,1
21694.27,0,0,8.06,0.89,0.29,9,53,0
20067.46,1,0,5.49,0.96,0.89,20,64,1
23713.43,1,0,3.78,0.24,0.16,13,81,0
38524.52,1,0,2.51,0.09,0.99,20,4,0
15667.38,1,0,2.23,0.89,0.99,9,59,0
43126.36,0,0,9.16,0.97,0.3,20,63,0
28070.53,0,0,6.76,0.99,0.92,0,24,1
10565.98,0,1,7.49,0.26,0.12,8,68,0
19596.06,1,0,3.53,0.48,0.76,23,20,0
2583.38,0,0,4.74,0.89,0.39,18,16,0
31567.36,1,0,1.12,0.27,0.42,17,91,0
24796.09,0,1,4.39,0.8,0.94,10,43,1
10512.51,0,0,4.06,0.39,0.84,10,84,0
26232.35,1,0,4.93,0.79,0.19,1,8,1
12049.29,1,0,3.36,0.62,0.22,15,5,0
16839.65,0,0,7.57,0.22,0.59,0,33,0
38064.3,1,0,4.13,0.52,0.56,5,87,0
2176.0,1,0,4.74,0.84,0.48,1,81,0
49253.19,1,0,4.17,0.22,0.94,3,28,1
42632.54,0,0,9.86,0.55,0.18,17,17,0
24149.02,0,0,4.25,0.79,0.39,13,56,0
29590.24,0,0,9.95,0.83,0.58,2,78,1
41768.0,1,1,4.03,0.99,0.2,19,56,1
4541.9,0,0,8.54,0.79,0.65,22,6,0
35464.34,0,1,6.8,0.71,0.56,12,26,1
48848.68,0,1,3.2,0.61,0.7,12,75,0
22243.59,0,0,8.35,0.09,0.67,8,31,0
9687.25,0,0,3.22,0.54,0.28,22,91,0
31972.3,0,0,7.6,0.64,0.8,7,20,0
44074.35,0,1,5.51,0.26,0.57,21,63,1
34905.2,0,1,6.81,0.7,0.26,23,43,1
42099.59,1,0,5.4,0.18,0.56,0,79,1
45923.31,1,0,8.77,0.25,0.65,14,79,1
2669.86,0,0,1.26,0.43,0.09,9,0,0
15441.73,0,1,3.13,0.1,0.69,23,1,0
47897.64,0,0,8.46,0.82,0.64,13,60,0
14273.36,0,1,1.81,0.59,0.61,8,93,0
45719.02,0,0,4.77,0.31,0.1,10,44,0
27569.57,0,0,1.43,0.94,0.9,1,87,0
17237.87,0,0,3.61,0.29,0.92,19,45,0
7727.23,0,0,5.6,0.15,0.97,8,65,0
7636.65,0,1,5.28,0.23,0.15,17,48,0
16936.99,0,1,2.55,0.86,0.92,22,18,0
5368.58,1,0,2.07,0.55,0.56,14,67,0
38617.42,0,0,7.27,0.07,0.59,21,90,0
20318.59,1,0,4.64,0.98,0.24,13,51,0
42985.19,1,0,5.19,0.84,0.75,1,16,1
24037.04,1,1,9.57,0.89,0.6,2,1,1
38765.01,1,0,0.96,0.93,0.48,12,59,0
31515.41,0,0,8.39,0.33,0.23,22,57,0
36554.95,1,1,9.41,0.18,0.12,12,96,1
14585.84,1,0,9.71,0.29,0.51,18,86,0
12034.92,0,0,4.52,0.39,0.07,3,91,0
41248.33,1,0,8.25,0.25,0.51,23,89,1
44536.07,0,1,4.56,0.69,0.31,3,76,0
35519.07,0,1,7.4,0.59,0.89,14,16,1
32401.29,0,0,6.86,0.9,0.35,2,58,1
20030.08,1,0,7.52,0.24,0.49,21,4,1
25251.5,0,0,8.44,0.32,0.6,15,52,0
34541.52,1,0,6.79,0.44,0.17,22,71,1
26373.58,0,0,8.85,0.24,0.83,19,73,0
34343.04,0,1,2.08,0.6,0.49,23,25,0
44496.71,0,0,9.47,0.92,0.7,12,55,1
4733.69,1,0,0.78,0.56,0.2,23,11,0
6947.14,0,0,2.13,0.73,0.82,15,32,0
25377.04,0,0,2.65,0.57,0.75,22,33,0
39113.83,0,0,3.3,0.53,0.69,21,36,0
3377.47,0,0,0.28,0.29,0.27,15,74,0
6439.96,0,0,3.44,0.12,0.95,21,99,0
41960.17,0,0,4.91,0.24,0.17,14,15,0
6963.85,1,0,4.47,0.48,0.34,3,93,0
7583.85,1,0,5.95,0.73,0.89,18,75,0
19480.82,0,0,8.79,0.15,0.42,4,5,0
21639.42,0,0,6.07,1.0,0.52,7,63,0
17392.4,1,0,8.53,0.39,0.19,22,85,0
17270.58,1,0,7.63,0.48,0.8,4,23,1
33421.03,1,1,5.84,0.28,0.43,5,90,1
28345.77,0,0,4.03,0.2,0.87,15,12,0
46046.29,0,0,5.52,0.29,0.69,0,68,0
38504.88,0,1,2.73,0.11,0.08,23,26,0
41528.6,0,1,7.01,0.4,0.22,1,17,1
5269.5,0,0,2.79,0.66,0.27,4,8,0
20361.59,0,0,6.86,0.91,0.27,16,23,0
2867.74,1,1,3.1,0.71,0.06,2,85,1
34494.79,0,0,6.66,0.78,0.48,3,20,1
2710.06,1,0,0.41,0.48,0.87,1,0,0
741.59,0,0,5.84,0.23,0.81,12,32,0
